2020;6;28;15.6;30.6;0
2020;6;29;12;21.7;0
2020;6;30;12.3;28.1;0
2020;7;1;14.2;28.6;0
2020;7;2;18.8;30.6;0
2020;7;3;14.6;29.2;0
2020;7;4;15.5;28.1;0
2020;7;5;16;28.3;0
2020;7;6;13.2;27;9.7
2020;7;7;15.1;26.3;0
2020;7;8;12.4;27.9;0
2020;7;9;17.1;27;22.4
2020;7;10;14.6;23.4;86.3
2020;7;11;10.6;22.5;0
2020;7;12;11.4;25.6;0
2020;7;13;12.7;26.3;0
2020;7;14;17.5;26.6;0
2020;7;15;15.3;26.4;0
2020;7;16;8.9;25.3;0
2020;7;17;16.5;27.2;0
2020;7;18;11.3;26;0
2020;7;19;11;27.6;0
2020;7;20;12.3;27.1;0
2020;7;21;15.2;26.3;0
2020;7;22;14.3;22.2;0
2020;7;23;8.3;20.5;1.3
2020;7;24;5.8;23;0
2020;7;25;11.2;22.6;5
2020;7;26;15.1;21.1;4.9
2020;7;27;10.5;22.6;0
2020;7;28;10.4;20.5;9
2020;7;29;13.3;24;2.8
2020;7;30;15.1;21.7;4.1
2020;7;31;8.6;22.9;0
2020;8;1;13.8;25.8;0
2020;8;2;10.2;26.1;0
2020;8;3;13.3;27.8;0
2020;8;4;15.6;28.8;0
2020;8;5;14.7;27;0
2020;8;6;12;27;0.3
2020;8;7;13;24.6;3
2020;8;8;13.5;28.1;9.3
2020;8;9;13.9;29.8;0
2020;8;10;13.3;31.1;0
2020;8;11;12.9;30.8;0
2020;8;12;14.8;30;4
2020;8;13;14.3;29.8;0
2020;8;14;12.8;26.6;5
2020;8;15;13.9;21.8;0
2020;8;16;13.7;22.7;0
2020;8;17;12.8;27.7;0
2020;8;18;13.4;27.8;0
2020;8;19;11.3;25.4;0.4
2020;8;20;11.9;23.1;3.9
2020;8;21;6.8;23.8;1.6
2020;8;22;11.2;21.8;2.8
2020;8;23;9.8;21.3;0.5
2020;8;24;11.2;22.6;0
2020;8;25;8.1;22.1;0
2020;8;26;11;21.2;0
2020;8;27;13;19;10
2020;8;28;13.3;21.4;0
2020;8;29;7.5;23.4;0
2020;8;30;13.8;22.1;4.8
2020;8;31;11.8;23;0.3
2020;9;1;11;23;2.3
2020;9;2;12.2;20.7;0.3
2020;9;3;13.4;28.5;5
2020;9;4;10;24.3;0.1
2020;9;5;6;13.4;4.7
2020;9;6;7.8;13.6;1.1
2020;9;7;5.1;14.8;3.3
2020;9;8;5.1;12.8;3.2
2020;9;9;2.3;11.2;6
2020;9;10;7.8;12.6;0.4
2020;9;11;4.1;14.9;0
2020;9;12;1.3;17.9;0
2020;9;13;1.1;19.6;0
2020;9;14;1;20;0
2020;9;15;1.4;20.1;0
2020;9;16;4.6;21;0
2020;9;17;10.4;21.3;5.3
2020;9;18;8.5;18;2.6
2020;9;19;7.7;11.8;1.2
2020;9;20;7.9;20.7;0
2020;9;21;2.7;23.1;0
2020;9;22;6.7;17.7;0
2020;9;23;2.7;12.8;1.2
2020;9;24;4.3;11.5;2
2020;9;25;3.7;11.3;0.3
2020;9;26;6.2;8.3;8.1
2020;9;27;-0.1;11.7;0
2020;9;28;-0.2;13.3;0
2020;9;29;1.4;8.4;10.5
2020;9;30;-3.4;7.4;0
2020;10;1;2.4;6.3;0.8
2020;10;2;0.5;8.8;0
2020;10;3;0.9;12.2;0
2020;10;4;0.2;13.8;0
2020;10;5;1.6;10.4;1.1
2020;10;6;-2.1;2.7;0
2020;10;7;0.7;2.1;1.9
2020;10;8;-3.3;0.9;2.1
2020;10;9;-5.3;1.3;1.6
2020;10;10;-0.1;1.5;0.9
2020;10;11;0.6;3.4;0.8
2020;10;12;2.8;5.9;2.4
2020;10;13;4.6;8.6;9.1
2020;10;14;2.8;9.4;0
2020;10;15;5.9;11.6;0.4
2020;10;16;0.8;9.2;3.5
2020;10;17;2.2;15.9;0
2020;10;18;2.7;12.3;0
2020;10;19;-1.4;3.9;0.5
2020;10;20;0;4.1;2.9
2020;10;21;2.2;13.7;0
2020;10;22;4.5;14.1;0
2020;10;23;0;6.1;1.4
2020;10;24;-1.9;2.2;0.3
2020;10;25;-4.9;-0.8;0.9
2020;10;26;-2.7;4;5.6
2020;10;27;2.8;11.5;3.8
2020;10;28;1;11.1;0.5
2020;10;29;-5.6;2.3;1.1
2020;10;30;-7.4;1.5;4.9
2020;10;31;0.7;2.3;2.8
2020;11;1;0.3;2.9;0
2020;11;2;0.4;3.2;0.7
2020;11;3;-1.5;1.3;0
2020;11;4;-2.1;-1.2;0.4
2020;11;5;-2.3;1.7;4.7
2020;11;6;1.1;2;0.5
2020;11;7;0.6;4.8;0.9
2020;11;8;1.9;10.4;0
2020;11;9;4.2;10.7;0
2020;11;10;2.1;4.6;4.9
2020;11;11;0.6;4.2;0.7
2020;11;12;-1;5.5;1.9
2020;11;13;-5.7;1;3.5
2020;11;14;-10.6;-3;0
2020;11;15;-13.7;-2.5;0.2
2020;11;16;-9.7;-4.7;0
2020;11;17;-17.5;-9.7;0
2020;11;18;-13.6;-11.3;1.5
2020;11;19;-13.5;-10.8;3.8
2020;11;20;-10.8;-7.4;1.2
2020;11;21;-7.4;-3.6;2.5
2020;11;22;-9.6;-3.6;0
2020;11;23;-11.3;-4.2;0
2020;11;24;-8.4;-4.2;0
2020;11;25;-8.3;-6;0
2020;11;26;-18.3;-8.3;0
2020;11;27;-21.8;-13.4;0
2020;11;28;-25.8;-14.7;0
2020;11;29;-22.8;-14.4;0
2020;11;30;-22;-8.4;0.2
2020;12;1;-14.4;-9.1;0.3
2020;12;2;-16.2;-13.2;0.6
2020;12;3;-23.3;-15.7;0.2
2020;12;4;-21.8;-17;0.5
2020;12;5;-26;-19;0.2
2020;12;6;-25.1;-16.4;0
2020;12;7;-19.8;-13.2;0.2
2020;12;8;-13.8;-11.4;3.7
2020;12;9;-23.1;-11.9;1.3
2020;12;10;-28.1;-11.8;2.7
2020;12;11;-18.5;-9.6;2.8
2020;12;12;-17.9;-9.9;1.3
2020;12;13;-13.6;-10.1;0.5
2020;12;14;-12.3;-9.7;0.2
2020;12;15;-10;-7;2.8
2020;12;16;-16.1;-8.3;1.6
2020;12;17;-14.7;-8.1;2.8
2020;12;18;-9.8;-5.7;0.6
2020;12;19;-9;-4.2;0
2020;12;20;-13;-5.3;1.7
2020;12;21;-17;-6.9;2.2
2020;12;22;-16.3;-14.1;1
2020;12;23;-23.2;-12.6;4.1
2020;12;24;-12.6;-7.3;5.2
2020;12;25;-29.5;-6.5;2.1
2020;12;26;-39.2;-28.5;0
2020;12;27;-42.2;-38;0
2020;12;28;-45.4;-37.7;0
2020;12;29;-39.5;-27;0
2020;12;30;-27.1;-11.5;0.4
2020;12;31;-22.4;-11.2;1.2
